sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval
0,0,0.055,62,21,1300,0.1911918483172567,0.27557603686635945
501,0,0.055,55,24,1300,1.3644674847476508e-06,0.0
167,0,0.055,60,22,1300,0.0088982795306191,0.08666666666666657
334,0,0.055,14,99,1300,0.0528154450041344,0.1369408369408369
668,0,0.055,24,56,1300,0.068736960235425,0.161532738095238
834,0,0.055,73,18,1300,0.0007517918851854,0.0069254185692541196
1,0,0.055,39,34,1300,0.0322673324121566,0.1117647058823529
502,0,0.055,36,37,1300,0.001261768076632,0.03220720720720711
335,0,0.055,42,31,1300,0.0196318126555327,0.07089093701996917
168,0,0.055,17,80,1300,0.0109151736514439,0.04397058823529411
669,0,0.055,17,79,1300,0.2461468548907436,0.32040208488458666
835,0,0.055,29,46,1300,0.8922614192505811,0.7532983508245877
2,0,0.055,23,57,1300,0.0846024885000182,0.12990083905415709
503,0,0.055,19,69,1300,0.0504523335951984,0.11700991609458423
336,0,0.055,18,74,1300,0.0042806476657994,0.04782282282282271
169,0,0.055,37,36,1300,0.6219453436266977,0.5289789789789789
670,0,0.055,29,46,1300,0.3924972431004336,0.43658170914542727
836,0,0.055,34,39,1300,0.0013942397909742,0.03333333333333328
3,0,0.055,73,18,1300,0.0103588007615413,0.06727549467275494
504,0,0.055,100,13,1300,0.0198059351801575,0.065
337,0,0.055,14,94,1300,3.8357097965230585e-05,0.00098784194528864
170,0,0.055,26,50,1300,0.1026863998060936,0.24299999999999994
837,0,0.055,17,81,1300,0.0014344042573052,0.01227305737109647
671,0,0.055,14,98,1300,0.0737201710147564,0.1790816326530612
4,0,0.055,21,62,1300,0.2648201049368565,0.33548387096774185
338,0,0.055,14,98,1300,9.331965152104e-06,0.00284256559766751
505,0,0.055,15,92,1300,0.08542264211273,0.18275362318840577
171,0,0.055,18,76,1300,0.0112741683303237,0.07507309941520468
838,0,0.055,19,69,1300,0.020687221896689,0.09618611746758196
672,0,0.055,47,28,1300,0.1210809018837577,0.29141337386018235
5,0,0.055,15,90,1300,0.0037163173902375,0.052
506,0,0.055,44,30,1300,0.0140703845028964,0.0699242424242423
339,0,0.055,28,47,1300,0.7622367390205503,0.6766717325227963
172,0,0.055,28,47,1300,0.0037691363017905,0.045440729483282635
839,0,0.055,14,94,1300,0.5360686826275337,0.5324468085106383
673,0,0.055,17,80,1300,0.0155948968268743,0.0764705882352941
6,0,0.055,109,12,1300,1.4985137131765165e-05,0.00397553516819563
507,0,0.055,34,39,1300,0.108835093974993,0.1852941176470588
340,0,0.055,57,23,1300,0.0596605511702406,0.13981693363844389
173,0,0.055,16,85,1300,0.0057680651901275,0.039191176470588215
840,0,0.055,24,55,1300,0.038481573115003,0.10734848484848475
674,0,0.055,32,41,1300,0.2652345323273017,0.30121951219512194
7,0,0.055,21,62,1300,0.0029043389811369,0.02396313364055299
174,0,0.055,20,66,1300,0.0666872727098572,0.17234848484848475
341,0,0.055,37,36,1300,0.0350577240883701,0.10833333333333328
508,0,0.055,14,96,1300,0.0002461919613262,0.0048363095238094
841,0,0.055,26,50,1300,0.0171196850604098,0.114
8,0,0.055,62,21,1300,0.010929554424728,0.050921658986175
675,0,0.055,27,49,1300,0.000490119541773,0.01080876795162502
175,0,0.055,18,74,1300,0.0643045173114047,0.1473723723723723
342,0,0.055,23,57,1300,0.0014087756059532,0.04958047292143399
509,0,0.055,24,56,1300,4.116423661288743e-05,0.0
676,0,0.055,21,63,1300,0.3038040503306111,0.29576719576719573
9,0,0.055,35,38,1300,0.000112760128643,0.0087969924812029
842,0,0.055,119,11,1300,0.211116146848355,0.2582123758594346
176,0,0.055,69,19,1300,0.0521179654595755,0.06544622425629287
343,0,0.055,15,88,1300,0.3168400031220749,0.39886363636363636
510,0,0.055,20,65,1300,0.2007384146065239,0.2879999999999999
10,0,0.055,15,87,1300,0.288531062055783,0.3108045977011494
677,0,0.055,35,38,1300,2.4210286515971823e-05,0.003909774436090119
843,0,0.055,36,37,1300,0.0021105274654894,0.02830330330330321
177,0,0.055,17,78,1300,0.0182439300368907,0.09215686274509792
344,0,0.055,60,22,1300,0.0015974761599182,0.03151515151515146
511,0,0.055,22,61,1300,0.0008854817867141,0.01840536512667658
678,0,0.055,15,91,1300,0.5446661785277208,0.5238095238095237
11,0,0.055,77,17,1300,0.008690020877736,0.05561497326203208
844,0,0.055,21,64,1300,0.0673498863557736,0.14895833333333328
178,0,0.055,23,58,1300,0.006302837502204,0.029235382308845568
345,0,0.055,35,38,1300,0.0018203672481754,0.021503759398496178
512,0,0.055,23,58,1300,0.0024276885509077,0.046776611694152856
679,0,0.055,16,85,1300,0.0164026792766572,0.10419117647058823
12,0,0.055,21,62,1300,0.6665754997097667,0.585099846390169
845,0,0.055,16,86,1300,0.0197078335545617,0.06896802325581389
346,0,0.055,15,91,1300,0.0238022680676799,0.12380952380952377
513,0,0.055,33,40,1300,0.0202170149601914,0.0728787878787878
179,0,0.055,38,35,1300,0.1392169352669441,0.19646616541353384
680,0,0.055,55,24,1300,0.0110490335559065,0.03939393939393939
13,0,0.055,25,53,1300,0.1756550298682386,0.20113207547169804
846,0,0.055,21,64,1300,0.1467356569948762,0.21183035714285706
514,0,0.055,14,98,1300,0.007450595647316,0.055903790087463504
180,0,0.055,25,53,1300,0.0022840231910426,0.0264905660377358
347,0,0.055,34,39,1300,0.076644332592211,0.1823529411764705
14,0,0.055,21,62,1300,0.0016608610754691,0.02196620583717352
681,0,0.055,20,67,1300,0.1914826804541387,0.3017164179104477
847,0,0.055,17,80,1300,0.002933136917363,0.021985294117646992
181,0,0.055,26,51,1300,0.0022865538597373,0.025490196078431372
515,0,0.055,18,75,1300,0.3910504906958207,0.4333333333333333
348,0,0.055,28,48,1300,0.0233228245115887,0.12477678571428563
15,0,0.055,18,75,1300,0.052014271361882,0.11459259259259252
682,0,0.055,20,68,1300,0.0042793005071017,0.04779411764705877
848,0,0.055,22,61,1300,0.07096528094168,0.14530551415797313
182,0,0.055,25,53,1300,0.1593803435847183,0.2393962264150943
349,0,0.055,21,62,1300,0.0101046724080973,0.06090629800307208
516,0,0.055,15,87,1300,0.2952872477448502,0.2739463601532567
16,0,0.055,22,61,1300,0.1546362754658835,0.2043964232488823
683,0,0.055,77,17,1300,0.0044152245180907,0.04369747899159655
849,0,0.055,45,29,1300,0.0052652133404621,0.09662835249042145
183,0,0.055,22,61,1300,0.1897266426929452,0.2760804769001489
517,0,0.055,26,50,1300,0.0020118564947065,0.01999999999999989
17,0,0.055,25,53,1300,0.0164951192339803,0.07358490566037727
350,0,0.055,87,15,1300,0.0198320620930567,0.058773946360153186
684,0,0.055,17,79,1300,0.0034230980828544,0.02323157110945632
850,0,0.055,20,68,1300,0.0477244048415634,0.13860294117647054
184,0,0.055,14,97,1300,0.002060252889119,0.02201767304860084
518,0,0.055,16,86,1300,0.0213348290982617,0.07369186046511626
18,0,0.055,25,54,1300,0.0582119054636184,0.17237037037037037
351,0,0.055,30,44,1300,1.3198434753416022e-05,0.0078787878787878
851,0,0.055,16,85,1300,0.0414135449225197,0.13955882352941165
685,0,0.055,109,12,1300,0.0429882766911749,0.09342507645259933
185,0,0.055,23,57,1300,0.0051214950129363,0.07437070938215098
519,0,0.055,20,68,1300,0.295151575504377,0.3536764705882352
352,0,0.055,44,30,1300,0.0003006368613637,0.01083333333333329
19,0,0.055,16,82,1300,2.5990350236064234e-05,0.00396341463414624
852,0,0.055,130,10,1300,0.1127103796454668,0.22100000000000003
686,0,0.055,69,19,1300,0.0006789129568358,0.01884057971014492
186,0,0.055,93,14,1300,0.0064392866124717,0.03195084485407061
520,0,0.055,16,85,1300,0.0437706199408674,0.13191176470588234
20,0,0.055,19,69,1300,0.6777964141059925,0.5691838291380625
853,0,0.055,28,48,1300,0.0002580617866063,0.00677083333333329
353,0,0.055,109,12,1300,0.1050215748966891,0.20275229357798166
687,0,0.055,62,21,1300,0.730878399726665,0.5870967741935483
187,0,0.055,19,71,1300,0.070623427793235,0.14166048925129723
521,0,0.055,50,26,1300,0.1376330429499248,0.263
21,0,0.055,14,97,1300,0.0059383662422874,0.06509572901325468
854,0,0.055,77,17,1300,0.0090103626664324,0.06157372039724971
354,0,0.055,25,52,1300,0.0114209474580908,0.0559999999999999
688,0,0.055,49,27,1300,0.4725808695357784,0.4215419501133787
188,0,0.055,17,77,1300,0.0011734509333179,0.0357524828113063
522,0,0.055,14,98,1300,0.2988074933661509,0.338265306122449
22,0,0.055,18,74,1300,0.0096098755821661,0.06441441441441435
855,0,0.055,14,95,1300,0.034480076360282,0.11533834586466166
689,0,0.055,14,93,1300,0.0017211538339955,0.026958525345622
355,0,0.055,25,54,1300,0.0092597816210336,0.06740740740740735
523,0,0.055,17,78,1300,0.0544392137574308,0.1686274509803922
189,0,0.055,32,41,1300,0.0005211823900572,0.01486280487804866
856,0,0.055,69,19,1300,0.0962401857090762,0.17749809305873374
690,0,0.055,21,63,1300,0.0869748856836867,0.21027966742252457
23,0,0.055,20,67,1300,0.1504180285190496,0.16201492537313422
356,0,0.055,35,38,1300,0.4381199456686833,0.4447368421052631
524,0,0.055,23,58,1300,0.0436763319522129,0.19100449775112446
190,0,0.055,21,62,1300,0.0061570284227247,0.06090629800307208
857,0,0.055,19,72,1300,0.0227409994562985,0.09027777777777773
691,0,0.055,22,61,1300,0.0009523075334071,0.01549925484351712
24,0,0.055,16,86,1300,0.0044725432728539,0.03306686046511627
357,0,0.055,20,67,1300,0.0249022188904125,0.13194029850746264
525,0,0.055,19,71,1300,0.0537120398378508,0.09733135656041511
191,0,0.055,17,80,1300,0.0005320709760753,0.01338235294117644
692,0,0.055,17,80,1300,0.1444111027716428,0.1691911764705882
25,0,0.055,35,38,1300,0.0616309576700983,0.1896240601503759
858,0,0.055,15,92,1300,0.0002368268508188,0.01978260869565214
358,0,0.055,44,30,1300,0.3149373087801231,0.4047727272727272
192,0,0.055,23,57,1300,0.0111672144195621,0.057513348588863436
526,0,0.055,35,38,1300,0.2243512920745612,0.32060150375939844
693,0,0.055,34,39,1300,0.5757723187754139,0.5323529411764706
859,0,0.055,15,91,1300,6.601895340762692e-06,0.0028571428571427296
359,0,0.055,21,63,1300,0.0025127635310976,0.021617535903250173
26,0,0.055,100,13,1300,0.0127036604474793,0.05399999999999996
527,0,0.055,47,28,1300,0.0497570304261893,0.1047112462006078
193,0,0.055,130,10,1300,0.0009158782421108,0.01799999999999994
694,0,0.055,16,85,1300,0.0006354465207127,0.02580882352941165
860,0,0.055,32,41,1300,0.0090791493928043,0.05846036585365847
27,0,0.055,19,69,1300,6.489488814621684e-05,0.006941266209000759
360,0,0.055,119,11,1300,5.13414969577581e-07,0.0
528,0,0.055,32,41,1300,0.0837898018927468,0.1733993902439024
194,0,0.055,87,15,1300,0.0053049525352111,0.07670498084291186
695,0,0.055,22,61,1300,1.2127651411664296e-05,0.00871833084947838
861,0,0.055,16,82,1300,0.0054786343290917,0.0634146341463414
28,0,0.055,82,16,1300,5.664684462133303e-05,0.00198170731707312
529,0,0.055,41,32,1300,0.0273860136219638,0.09908536585365846
361,0,0.055,15,90,1300,0.0406815823698099,0.156
195,0,0.055,14,95,1300,0.6035069195149791,0.5356390977443609
696,0,0.055,17,79,1300,0.0015215091712041,0.049367088607594936
862,0,0.055,25,53,1300,0.0379141477827558,0.08045283018867913
29,0,0.055,40,33,1300,0.0338683676768354,0.14280303030303027
530,0,0.055,42,31,1300,0.0271291913948444,0.06689708141321035
362,0,0.055,34,39,1300,0.068573216281176,0.16568627450980383
196,0,0.055,31,43,1300,0.0642455293021798,0.1901725431357839
697,0,0.055,100,13,1300,0.00202878966015,0.04099999999999995
863,0,0.055,14,96,1300,1.899060474448327e-05,0.0
363,0,0.055,24,55,1300,0.028763806267908,0.1339393939393939
30,0,0.055,14,97,1300,0.0018548154487748,0.02871870397643585
197,0,0.055,15,92,1300,0.200544786107452,0.2317391304347826
698,0,0.055,31,42,1300,0.0337137541607461,0.13279569892473117
864,0,0.055,20,66,1300,0.0516645675175713,0.13492424242424234
31,0,0.055,19,70,1300,0.0747406397647892,0.19451127819548866
531,0,0.055,73,18,1300,0.0487001925902268,0.16324200913242
364,0,0.055,26,50,1300,0.0098383731536684,0.07599999999999991
198,0,0.055,23,59,1300,0.0010188850829605,0.03065585851142217
699,0,0.055,15,87,1300,0.0446176993503039,0.10559386973180071
532,0,0.055,36,37,1300,0.2336101765430965,0.2674174174174174
32,0,0.055,17,79,1300,0.0040014974273055,0.02613551749813849
865,0,0.055,31,43,1300,0.0010013624772177,0.02730682670667666
365,0,0.055,23,58,1300,0.516487893470584,0.43950524737631175
199,0,0.055,14,95,1300,0.1573807790087014,0.20135338345864665
700,0,0.055,21,64,1300,8.37468492321025e-05,0.00193452380952376
533,0,0.055,19,71,1300,5.234097189206948e-07,0.0
33,0,0.055,87,15,1300,0.4197571227181892,0.45524904214559375
866,0,0.055,109,12,1300,0.0340908346063381,0.08845565749235462
200,0,0.055,19,70,1300,0.5992782725764576,0.5463909774436089
366,0,0.055,17,79,1300,0.0096654327178835,0.06001489203276242
701,0,0.055,15,92,1300,0.0756896009817159,0.19688405797101444
534,0,0.055,14,98,1300,0.0004320913779478,0.01800291545189501
34,0,0.055,14,94,1300,0.2306570524562438,0.25091185410334343
867,0,0.055,23,58,1300,0.1875043999687992,0.29625187406296843
201,0,0.055,14,98,1300,0.1537473417340097,0.271938775510204
367,0,0.055,21,63,1300,0.0002855360465595,0.00393046107331813
702,0,0.055,16,83,1300,0.0012455977534814,0.00978915662650601
535,0,0.055,20,67,1300,0.0630016063238744,0.17559701492537305
35,0,0.055,39,34,1300,0.0015212620363643,0.02647058823529406
868,0,0.055,21,63,1300,0.0294863420331274,0.07860922146636429
202,0,0.055,50,26,1300,0.1346699573261756,0.23899999999999993
368,0,0.055,41,32,1300,0.0045705886911238,0.04657012195121949
703,0,0.055,41,32,1300,0.0002924222494441,0.00990853658536573
536,0,0.055,73,18,1300,0.4470808966254261,0.3937595129375951
869,0,0.055,21,63,1300,0.0014233461457038,0.023582766439909173
36,0,0.055,82,16,1300,0.0342375142272512,0.08818597560975605
369,0,0.055,29,46,1300,0.0001570534568194,0.026311844077961
203,0,0.055,19,71,1300,0.0045895868126776,0.04529280948850996
704,0,0.055,18,76,1300,0.1127978955342789,0.15964912280701749
537,0,0.055,35,38,1300,0.000252560775096,0.01368421052631568
870,0,0.055,14,93,1300,0.1239971128279105,0.17073732718894008
37,0,0.055,45,29,1300,0.074609361770164,0.12950191570881214
370,0,0.055,17,77,1300,0.0034481370917991,0.022841864018334528
204,0,0.055,31,42,1300,0.190273166396832,0.2526113671274961
705,0,0.055,18,74,1300,0.0115375484078779,0.048798798798798754
538,0,0.055,20,66,1300,0.0308027969209747,0.14083333333333328
871,0,0.055,16,83,1300,0.0010516771681942,0.03621987951807225
38,0,0.055,50,26,1300,0.0005880803847706,0.0169999999999999
371,0,0.055,119,11,1300,0.0107884445800397,0.05561497326203208
205,0,0.055,33,40,1300,0.0478485752883591,0.13590909090909084
706,0,0.055,87,15,1300,0.0999499522579181,0.18727969348659
539,0,0.055,34,39,1300,0.5048637021395933,0.43627450980392146
39,0,0.055,15,90,1300,0.573700455479616,0.4699259259259258
872,0,0.055,18,75,1300,0.1014478766146153,0.15888888888888886
372,0,0.055,19,72,1300,0.1765562966283952,0.32119883040935665
206,0,0.055,130,10,1300,0.6635351686200475,0.596
707,0,0.055,57,23,1300,0.4499774129813943,0.44919908466819214
540,0,0.055,21,63,1300,0.1245900896469424,0.2741496598639456
40,0,0.055,47,28,1300,0.6079431408828907,0.5324468085106383
873,0,0.055,49,27,1300,0.0461848427633454,0.1267573696145124
373,0,0.055,25,54,1300,0.0118815525165099,0.052
207,0,0.055,119,11,1300,0.0039127207670062,0.04469060351413281
541,0,0.055,18,74,1300,0.0177939086600873,0.05465465465465459
708,0,0.055,73,18,1300,0.6849782472101456,0.59558599695586
41,0,0.055,14,94,1300,0.0919260125444892,0.1758358662613982
874,0,0.055,23,58,1300,0.3006275806740184,0.38785607196401795
374,0,0.055,19,70,1300,0.0514621846098456,0.1466165413533834
208,0,0.055,37,36,1300,0.1098096304450574,0.2186186186186185
709,0,0.055,34,39,1300,0.0192469444882451,0.13333333333333325
542,0,0.055,87,15,1300,0.0635362713208629,0.1494252873563217
875,0,0.055,15,88,1300,0.004213552414984,0.019696969696969633
42,0,0.055,62,21,1300,0.0004707965446482,0.011981566820276431
375,0,0.055,14,94,1300,0.0291826120230623,0.11261398176291781
209,0,0.055,20,68,1300,0.0723053549640535,0.18066176470588233
710,0,0.055,17,77,1300,0.0052907334394266,0.08143621084797549
543,0,0.055,22,61,1300,0.063605182247901,0.10558867362146038
876,0,0.055,93,14,1300,0.1172790325675844,0.23663594470046076
43,0,0.055,14,93,1300,0.0111665655242353,0.07688172043010745
376,0,0.055,16,82,1300,0.0183140261351171,0.10007621951219503
210,0,0.055,22,61,1300,0.0060368074010654,0.03487332339791352
711,0,0.055,82,16,1300,0.0190023200638291,0.06935975609756088
544,0,0.055,16,85,1300,0.1323857579228408,0.18257352941176466
877,0,0.055,15,89,1300,0.0012020808162403,0.03116104868913855
44,0,0.055,23,58,1300,0.0039644058977156,0.04092953523238372
377,0,0.055,77,17,1300,0.0122499760809849,0.048663101604278065
712,0,0.055,18,73,1300,0.0472574638835735,0.11080669710806697
211,0,0.055,52,25,1300,0.0061467532811114,0.0819999999999999
545,0,0.055,17,80,1300,0.0063570002255803,0.059264705882352886
878,0,0.055,15,90,1300,0.0199249636628714,0.09725925925925925
45,0,0.055,19,71,1300,0.0614617269873602,0.13009636767976274
378,0,0.055,87,15,1300,0.1299581748011655,0.21318007662835245
713,0,0.055,32,41,1300,0.3568363329138631,0.3398628048780487
212,0,0.055,31,43,1300,0.0003748837372207,0.01950487621905472
546,0,0.055,31,43,1300,0.0836272625380167,0.1492123030757689
879,0,0.055,77,17,1300,0.0036435772443733,0.0377387318563788
46,0,0.055,20,66,1300,0.2131946505551777,0.3230303030303029
379,0,0.055,69,19,1300,0.1080481196278557,0.1586575133485888
213,0,0.055,26,50,1300,0.0588360877864069,0.12199999999999994
714,0,0.055,29,46,1300,0.1235963338195059,0.23388305847076454
880,0,0.055,16,83,1300,0.0737796549292081,0.1341114457831325
547,0,0.055,47,28,1300,0.0242744442840146,0.14422492401215795
47,0,0.055,41,32,1300,0.2325792080709717,0.3408536585365854
380,0,0.055,42,31,1300,0.1219474140425149,0.2306451612903226
214,0,0.055,26,51,1300,0.0211701284534513,0.09215686274509792
881,0,0.055,38,35,1300,0.0190364633855674,0.06157894736842095
715,0,0.055,55,24,1300,0.1637952350112591,0.2836363636363635
548,0,0.055,18,76,1300,0.0014792352463101,0.01045321637426898
48,0,0.055,18,75,1300,0.1679644959428356,0.27444444444444444
381,0,0.055,20,65,1300,0.0441146761544322,0.08599999999999994
215,0,0.055,57,23,1300,0.0664185715991872,0.17749809305873374
716,0,0.055,32,41,1300,0.1985194678210588,0.2932926829268292
882,0,0.055,36,37,1300,0.6320006240642708,0.5182432432432431
549,0,0.055,37,36,1300,0.0014493076138395,0.025375375375375347
49,0,0.055,23,57,1300,0.0149938608630986,0.09816933638443932
382,0,0.055,23,57,1300,0.0239649807661294,0.07238749046529364
216,0,0.055,14,94,1300,0.0043399582007294,0.054331306990881435
883,0,0.055,93,14,1300,0.0171702685639486,0.08786482334869422
550,0,0.055,15,87,1300,0.0318353569819186,0.11555555555555543
717,0,0.055,28,47,1300,0.0266853181246451,0.1876899696048632
50,0,0.055,34,39,1300,0.4139403639256672,0.5313725490196077
383,0,0.055,14,94,1300,0.0772979497589641,0.1432370820668692
217,0,0.055,17,77,1300,0.0159604952847145,0.06753246753246747
551,0,0.055,17,78,1300,0.0125342643531443,0.04705882352941172
884,0,0.055,45,29,1300,0.137273757497903,0.23908045977011494
51,0,0.055,15,90,1300,0.0005884802157419,0.01348148148148139
718,0,0.055,29,46,1300,0.1244815662021944,0.2368065967016491
384,0,0.055,18,73,1300,0.4831432321660248,0.4115677321156773
218,0,0.055,82,16,1300,0.138869657028027,0.22987804878048773
552,0,0.055,28,48,1300,0.0007504417937758,0.02805059523809517
885,0,0.055,69,19,1300,0.0734613505511214,0.18642257818459185
52,0,0.055,21,62,1300,0.1108927042591653,0.19170506912442392
719,0,0.055,31,43,1300,0.0008474619291658,0.01365341335333833
385,0,0.055,20,68,1300,0.0022164474481763,0.045882352941176444
219,0,0.055,55,24,1300,0.0031184586461623,0.03053030303030292
553,0,0.055,31,43,1300,0.3488442345353943,0.3900975243810952
720,0,0.055,15,88,1300,0.0891567817344536,0.2087878787878788
886,0,0.055,14,98,1300,0.0107918414997016,0.04642857142857141
53,0,0.055,15,89,1300,0.0176954377696704,0.10127340823970031
386,0,0.055,40,33,1300,0.1235381626177438,0.17924242424242415
220,0,0.055,30,44,1300,0.5758220781108393,0.5446212121212121
554,0,0.055,41,32,1300,0.0001143461607887,0.00990853658536573
721,0,0.055,41,32,1300,0.0697332669813126,0.21204268292682918
887,0,0.055,24,56,1300,1.5819458218745142e-05,0.00193452380952376
54,0,0.055,16,84,1300,0.0192897170292405,0.14412202380952377
387,0,0.055,19,71,1300,0.0194906783926817,0.07709414381022978
221,0,0.055,16,86,1300,0.0384485123384072,0.12659883720930223
555,0,0.055,119,11,1300,0.0181099777116042,0.08044308632543924
722,0,0.055,119,11,1300,0.6649328581030788,0.6058059587471353
888,0,0.055,21,64,1300,0.0002388756410022,0.01354166666666658
388,0,0.055,18,73,1300,0.0130697048427947,0.05738203957382039
55,0,0.055,17,81,1300,0.0011129877362999,0.02076978939724026
222,0,0.055,17,78,1300,0.0618427612207147,0.14509803921568618
723,0,0.055,34,39,1300,0.0003861058730886,0.02352941176470586
