sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval
278,0,0.055,39,34,1300,0.0123471315945504,0.06372549019607836
945,0,0.055,17,79,1300,0.000391633746088,0.0096798212956068
112,0,0.055,14,93,1300,0.1566121756519846,0.26858678955453147
778,0,0.055,73,18,1300,0.1074373897515493,0.22458143074581424
447,0,0.055,24,56,1300,0.2610782122558376,0.2969494047619047
612,0,0.055,28,48,1300,0.073550520758017,0.16346726190476188
946,0,0.055,15,88,1300,0.0357825430455994,0.09651515151515144
279,0,0.055,41,32,1300,0.0050432296735064,0.050533536585365725
113,0,0.055,31,42,1300,0.230815852137996,0.31751152073732714
779,0,0.055,26,50,1300,0.1350536337935992,0.228
448,0,0.055,25,54,1300,0.0004865439158028,0.0067407407407406306
613,0,0.055,18,75,1300,0.3800267217881787,0.43140740740740735
947,0,0.055,26,51,1300,0.0003502190283582,0.025490196078431372
280,0,0.055,17,80,1300,0.0075140906410984,0.03441176470588233
114,0,0.055,20,68,1300,0.0027724939958973,0.02102941176470576
780,0,0.055,14,98,1300,0.0145135453547341,0.06348396501457725
449,0,0.055,20,66,1300,0.5529467134389843,0.5387121212121211
614,0,0.055,42,31,1300,0.0357600734885062,0.17473118279569888
281,0,0.055,47,28,1300,0.0007737066801653,0.02074468085106378
948,0,0.055,30,44,1300,0.0108417409017902,0.07583333333333328
115,0,0.055,15,88,1300,0.2432899487949011,0.37325757575757573
781,0,0.055,33,40,1300,0.0714649053347257,0.12507575757575756
450,0,0.055,18,73,1300,0.2375698491335414,0.29284627092846266
615,0,0.055,29,46,1300,0.0010406973639414,0.01266866566716634
282,0,0.055,23,59,1300,0.0925792567822224,0.15615327929255704
116,0,0.055,21,62,1300,0.6415061116552143,0.45729646697388626
949,0,0.055,73,18,1300,0.0488318152721806,0.12762557077625564
782,0,0.055,40,33,1300,0.3770790241285813,0.41560606060606065
451,0,0.055,21,63,1300,0.1648787452400723,0.301662887377173
616,0,0.055,32,41,1300,0.0809356128916599,0.15457317073170726
283,0,0.055,47,28,1300,0.1087936379010803,0.17188449848024315
117,0,0.055,17,80,1300,0.3020992833522817,0.4091176470588234
783,0,0.055,14,95,1300,0.0132711111272968,0.058646616541353364
950,0,0.055,50,26,1300,0.0034659936591798,0.01799999999999994
452,0,0.055,14,96,1300,0.0394142223294302,0.11994047619047611
617,0,0.055,26,51,1300,0.023437464887945,0.08431372549019601
284,0,0.055,20,66,1300,0.1037578092696517,0.21075757575757575
118,0,0.055,17,81,1300,0.0019399426972979,0.01604938271604928
951,0,0.055,55,24,1300,0.011930482468313,0.06204545454545451
453,0,0.055,40,33,1300,0.330089359699699,0.3328787878787878
784,0,0.055,100,13,1300,0.0353153365215441,0.13899999999999998
618,0,0.055,69,19,1300,0.0331545448866722,0.10015255530129669
285,0,0.055,60,22,1300,0.5150511119359255,0.45303030303030306
119,0,0.055,73,18,1300,0.3139449019516773,0.4115677321156773
952,0,0.055,23,59,1300,0.1517360650064744,0.2835666912306558
785,0,0.055,23,59,1300,0.0015093480247342,0.03257184966838608
619,0,0.055,44,30,1300,0.0210718172796325,0.06598484848484841
286,0,0.055,16,84,1300,0.3433258921567448,0.35401785714285705
454,0,0.055,28,47,1300,0.2315469563427811,0.32796352583586624
953,0,0.055,45,29,1300,0.0041601430082215,0.05379310344827575
786,0,0.055,30,44,1300,0.0001802582204836,0.0039393939393939
620,0,0.055,50,26,1300,0.0749012301168877,0.11499999999999991
455,0,0.055,37,36,1300,0.0054800371562072,0.048798798798798754
120,0,0.055,21,64,1300,0.0209578961688715,0.08415178571428564
787,0,0.055,62,21,1300,0.148302687366987,0.2556067588325653
287,0,0.055,14,93,1300,0.0038302304921569,0.02196620583717352
954,0,0.055,38,35,1300,0.1226845565779636,0.20721804511278197
456,0,0.055,49,27,1300,0.2078574305046842,0.23091458805744508
121,0,0.055,36,37,1300,6.0847768342940096e-05,0.013663663663663648
621,0,0.055,40,33,1300,0.0552997537814331,0.22946969696969696
288,0,0.055,16,82,1300,0.0024532029378324,0.03765243902439019
955,0,0.055,36,37,1300,0.0431084668871802,0.1659159159159159
457,0,0.055,26,51,1300,0.1187519640374916,0.20098039215686275
122,0,0.055,27,49,1300,0.1827883874033374,0.26727135298563864
622,0,0.055,37,36,1300,0.0350008499800418,0.10930930930930918
788,0,0.055,41,32,1300,0.0033509803852196,0.03567073170731707
289,0,0.055,18,75,1300,0.0223922846414434,0.07607407407407404
956,0,0.055,15,92,1300,1.551874047022522e-06,0.0
458,0,0.055,25,52,1300,3.833371369335288e-05,0.00199999999999995
123,0,0.055,14,98,1300,0.3021500509320609,0.3714285714285714
789,0,0.055,41,32,1300,0.0043246347853978,0.04161585365853656
623,0,0.055,130,10,1300,0.0085538220731322,0.0819999999999999
290,0,0.055,29,46,1300,3.801408400470402e-05,0.00194902548725625
957,0,0.055,47,28,1300,0.235134429718577,0.31709726443768993
459,0,0.055,55,24,1300,0.2283931309958234,0.2609848484848484
124,0,0.055,18,76,1300,0.1615480886716901,0.30789473684210517
790,0,0.055,33,40,1300,0.0004927229041534,0.00984848484848475
958,0,0.055,47,28,1300,0.0084793672045305,0.07112462006079028
291,0,0.055,26,51,1300,0.4276552411346245,0.40392156862745093
624,0,0.055,15,89,1300,0.0011623089500871,0.01752808988764041
460,0,0.055,21,63,1300,0.0447736345638941,0.10120937263794395
125,0,0.055,15,89,1300,0.0005800122312637,0.01947565543071161
791,0,0.055,28,48,1300,0.0070441916909957,0.059970238095237986
461,0,0.055,21,62,1300,0.451174795084742,0.4253456221198157
959,0,0.055,21,64,1300,0.0660689188145518,0.21279761904761904
292,0,0.055,33,40,1300,0.0010064116557561,0.01083333333333329
625,0,0.055,109,12,1300,0.1075264223320723,0.2544342507645259
126,0,0.055,20,65,1300,0.0017180514597198,0.01599999999999999
792,0,0.055,47,28,1300,0.332934765778355,0.42279635258358667
462,0,0.055,25,52,1300,0.0056968685421618,0.039
960,0,0.055,20,65,1300,0.3580515461268518,0.45499999999999996
127,0,0.055,60,22,1300,0.000764568324211,0.02265151515151512
293,0,0.055,28,48,1300,0.004367540417049,0.04642857142857141
626,0,0.055,17,81,1300,0.0079904166998314,0.06608569353667386
793,0,0.055,119,11,1300,0.0104925674069228,0.07349121466768523
463,0,0.055,26,50,1300,1.8811368143091505e-05,0.0039999999999999
961,0,0.055,18,76,1300,0.0003931180216781,0.012353801169590528
128,0,0.055,28,48,1300,0.0007256159451433,0.019345238095237992
294,0,0.055,17,81,1300,0.0348486288241921,0.13594771241830064
794,0,0.055,20,66,1300,0.000437940004835,0.017727272727272682
627,0,0.055,39,34,1300,0.2004298277199169,0.2607843137254901
464,0,0.055,19,72,1300,0.0327518324460415,0.10738304093567244
962,0,0.055,37,36,1300,0.0119084285838778,0.04489489489489485
129,0,0.055,18,73,1300,0.005783320460272,0.0593607305936073
295,0,0.055,23,57,1300,0.1154384557030205,0.14675819984744465
795,0,0.055,14,97,1300,0.002075729703695,0.02680412371134017
628,0,0.055,14,97,1300,0.034266212602499,0.10625920471281296
465,0,0.055,57,23,1300,0.0041590723354701,0.0347063310450038
963,0,0.055,73,18,1300,0.0006300787231924,0.02374429223744292
130,0,0.055,22,61,1300,0.0034090172665283,0.06490312965722796
296,0,0.055,45,29,1300,0.4926055078042046,0.30283524904214554
796,0,0.055,62,21,1300,0.0025222277437267,0.04093701996927803
466,0,0.055,21,62,1300,0.0006654791436341,0.02196620583717352
629,0,0.055,49,27,1300,0.2027727089879569,0.28790627362055937
964,0,0.055,15,92,1300,0.0004027131421765,0.01789855072463757
131,0,0.055,69,19,1300,0.0008449128293383,0.01586575133485888
297,0,0.055,22,60,1300,0.1989850216673146,0.2698484848484848
797,0,0.055,73,18,1300,0.0112239997257889,0.06035007610350068
467,0,0.055,14,99,1300,0.0003631878597955,0.0065656565656565
630,0,0.055,14,94,1300,0.1652179892349999,0.27066869300911844
965,0,0.055,26,50,1300,0.5966486095903458,0.607
132,0,0.055,42,31,1300,0.0140227830543972,0.10384024577572959
298,0,0.055,29,46,1300,0.0325359152977472,0.11206896551724134
798,0,0.055,34,39,1300,0.07402114887658,0.09313725490196074
468,0,0.055,93,14,1300,0.2896587022700479,0.33149001536098305
631,0,0.055,50,26,1300,0.0544275990029849,0.1339999999999999
966,0,0.055,16,85,1300,0.0185600903872053,0.08029411764705877
133,0,0.055,18,76,1300,0.0550593912705224,0.1415935672514619
299,0,0.055,14,95,1300,0.0149460003085375,0.08015037593984954
799,0,0.055,17,80,1300,0.7629490892016859,0.6299264705882353
632,0,0.055,14,94,1300,0.2294823008967767,0.25980243161094224
469,0,0.055,24,56,1300,0.0688040062784593,0.1673363095238094
967,0,0.055,24,55,1300,0.0056202425429039,0.02166666666666658
134,0,0.055,130,10,1300,0.0236037105979523,0.10099999999999988
300,0,0.055,14,96,1300,0.0545165293888129,0.11220238095238093
633,0,0.055,100,13,1300,0.000363139994906,0.01999999999999989
800,0,0.055,19,69,1300,0.003055906358172,0.0198321891685736
470,0,0.055,21,62,1300,0.0005868527652813,0.00199692780337934
968,0,0.055,16,85,1300,0.0004737472988417,0.01911764705882343
135,0,0.055,28,48,1300,5.163001298464335e-05,0.00773809523809517
301,0,0.055,15,89,1300,0.0238090358701991,0.11101123595505617
634,0,0.055,41,32,1300,0.0616766431622851,0.18925304878048774
801,0,0.055,19,71,1300,0.0047821200530369,0.05685693106004445
471,0,0.055,26,50,1300,0.1828477666825002,0.24999999999999997
969,0,0.055,22,61,1300,0.3449453638236363,0.3274217585692995
302,0,0.055,45,29,1300,0.1726260856241792,0.2420689655172413
136,0,0.055,82,16,1300,0.0043337740567258,0.09611280487804866
635,0,0.055,14,96,1300,9.299665978749854e-05,0.0058035714285714106
802,0,0.055,14,93,1300,0.0018951508510202,0.01897081413210438
472,0,0.055,109,12,1300,0.0066992731468913,0.04969418960244648
303,0,0.055,14,95,1300,0.0001311336054932,0.010751879699248089
970,0,0.055,19,69,1300,0.039388795810235,0.13585049580472916
137,0,0.055,16,83,1300,0.0045343456721442,0.05481927710843363
636,0,0.055,16,83,1300,0.0001440079799684,0.01076807228915652
803,0,0.055,30,44,1300,1.3311178975847187e-05,0.00492424242424231
473,0,0.055,14,95,1300,0.0511724349440502,0.2023308270676692
304,0,0.055,27,49,1300,0.0300109440939195,0.1287226001511715
971,0,0.055,16,83,1300,6.112850142020378e-05,0.0009789156626505099
138,0,0.055,19,71,1300,0.0811075906480177,0.14551519644180871
804,0,0.055,40,33,1300,0.0001915744710827,0.00492424242424231
637,0,0.055,119,11,1300,0.5792728020113057,0.49656226126814357
474,0,0.055,82,16,1300,0.0104742045083503,0.06737804878048775
305,0,0.055,21,64,1300,0.2638943757497871,0.3366071428571428
972,0,0.055,14,98,1300,0.0176942418123708,0.07011661807580169
139,0,0.055,60,22,1300,0.1070826123378537,0.221590909090909
805,0,0.055,15,87,1300,0.007191031495474,0.061762452107279694
638,0,0.055,14,94,1300,0.0121493625119367,0.0612462006079027
475,0,0.055,28,48,1300,0.0098906215759188,0.07061011904761894
306,0,0.055,34,39,1300,0.0738516335518653,0.16372549019607832
973,0,0.055,28,48,1300,0.5504103904282671,0.5116815476190475
140,0,0.055,14,99,1300,0.3111254324216989,0.29264069264069265
806,0,0.055,93,14,1300,0.0076819217530081,0.06090629800307208
639,0,0.055,65,20,1300,0.0143139833702871,0.11999999999999998
476,0,0.055,109,12,1300,0.8573621654116073,0.7692660550458715
307,0,0.055,19,70,1300,0.193761575846169,0.3557894736842106
974,0,0.055,14,97,1300,0.0218194364424469,0.0947717231222385
141,0,0.055,15,92,1300,0.0114513819393398,0.09231884057971004
807,0,0.055,18,74,1300,0.0250866554675182,0.09174174174174167
640,0,0.055,15,87,1300,0.021164327678751,0.10459770114942525
477,0,0.055,36,37,1300,0.021708693616543,0.0897897897897897
308,0,0.055,17,81,1300,0.0002275334890947,0.01604938271604928
142,0,0.055,18,73,1300,0.070140771973904,0.14147640791476399
975,0,0.055,23,59,1300,0.0004292453387579,0.005747973470891599
808,0,0.055,30,44,1300,0.0148222294323953,0.08371212121212109
641,0,0.055,16,85,1300,0.1357617441886592,0.23705882352941166
478,0,0.055,39,34,1300,0.0009569917444087,0.02254901960784304
309,0,0.055,20,66,1300,0.0048242568933459,0.02856060606060597
143,0,0.055,60,22,1300,0.0100399931360544,0.06204545454545451
976,0,0.055,73,18,1300,0.0299785932955323,0.10091324200913242
809,0,0.055,17,80,1300,0.0037194403013453,0.062132352941176444
642,0,0.055,38,35,1300,0.2441593400209496,0.30593984962406007
310,0,0.055,21,63,1300,0.0003768355571573,0.023582766439909173
479,0,0.055,16,85,1300,0.0201259906524331,0.0888970588235293
144,0,0.055,28,47,1300,0.0103587064609571,0.07211246200607892
977,0,0.055,23,59,1300,0.0222347002618464,0.08717759764185694
810,0,0.055,40,33,1300,0.0616965587022335,0.18318181818181817
643,0,0.055,16,84,1300,0.2425142872728654,0.31919642857142844
311,0,0.055,31,43,1300,0.0766609637098856,0.18529632408102023
480,0,0.055,17,79,1300,0.000836531353911,0.0193596425912136
145,0,0.055,18,76,1300,0.0531602601711837,0.1415935672514619
978,0,0.055,16,82,1300,0.2828222618153855,0.3398628048780487
811,0,0.055,26,50,1300,0.0003095568758359,0.00199999999999995
644,0,0.055,19,70,1300,0.2502623345595615,0.3557894736842106
312,0,0.055,20,66,1300,0.0033830656424743,0.04727272727272719
146,0,0.055,16,84,1300,0.0004648515228331,0.00773809523809517
481,0,0.055,45,29,1300,0.2885056760761637,0.31678160919540227
812,0,0.055,16,84,1300,0.0003774121206392,0.02611607142857141
979,0,0.055,31,42,1300,0.0004253177060766,0.01996927803379405
645,0,0.055,69,19,1300,0.0167634474126099,0.09221967963386724
313,0,0.055,14,93,1300,0.0315083587418932,0.11582181259600614
147,0,0.055,16,86,1300,0.0184546351870517,0.10203488372093017
482,0,0.055,15,90,1300,0.1184852580760186,0.17044444444444443
980,0,0.055,28,47,1300,0.0182952852539919,0.08890577507598775
813,0,0.055,19,69,1300,0.0175809339977103,0.07040427154843629
646,0,0.055,87,15,1300,0.0639407088927923,0.12850574712643667
314,0,0.055,15,91,1300,0.0033749031220814,0.04285714285714277
148,0,0.055,31,43,1300,0.0085655468082443,0.07606901725431345
483,0,0.055,30,44,1300,0.000718706040416,0.02659090909090902
981,0,0.055,32,41,1300,0.0001753269661106,0.01585365853658535
814,0,0.055,23,59,1300,0.0701674076093142,0.16285924834193066
647,0,0.055,14,94,1300,0.3468374000798274,0.3595744680851064
315,0,0.055,73,18,1300,0.0721921063239317,0.2176560121765601
149,0,0.055,15,90,1300,0.034436377409133,0.08474074074074062
982,0,0.055,17,80,1300,0.1774959183851844,0.22558823529411753
815,0,0.055,24,56,1300,0.0014200399561671,0.03965773809523799
648,0,0.055,73,18,1300,0.0177032482042961,0.0821156773211567
316,0,0.055,15,90,1300,0.0512661014668282,0.1473333333333333
484,0,0.055,73,18,1300,0.002944664639388,0.02374429223744292
983,0,0.055,31,42,1300,0.000263390474488,0.0059907834101381495
816,0,0.055,33,40,1300,0.0139280536425996,0.0699242424242423
649,0,0.055,50,26,1300,0.0328127410592788,0.08699999999999997
150,0,0.055,18,74,1300,0.0222056594397753,0.10638138138138134
485,0,0.055,14,99,1300,0.0032291564505628,0.023448773448773403
817,0,0.055,19,72,1300,0.1421771353118337,0.21856725146198827
650,0,0.055,16,83,1300,0.0303916583270658,0.07635542168674692
151,0,0.055,41,32,1300,0.0022122609682507,0.02873475609756089
317,0,0.055,38,35,1300,0.001734501949757,0.032255639097744274
984,0,0.055,27,49,1300,0.0058042086617284,0.08450491307634155
486,0,0.055,57,23,1300,0.0029270416285572,0.04759725400457664
152,0,0.055,26,50,1300,0.2155314973034159,0.253
318,0,0.055,49,27,1300,0.012609711324305,0.06288737717309138
985,0,0.055,57,23,1300,6.496747076400302e-05,0.0049580472921434
651,0,0.055,41,32,1300,0.3737446931544949,0.42507621951219504
487,0,0.055,62,21,1300,1.4170063761659631e-05,0.00099846390168967
818,0,0.055,14,98,1300,2.707900294178448e-05,0.00284256559766751
153,0,0.055,22,61,1300,0.0012878673153464,0.023248882265275682
319,0,0.055,14,96,1300,0.0019575406395448,0.02224702380952376
986,0,0.055,29,46,1300,0.0063335902561209,0.031184407796101946
652,0,0.055,25,54,1300,0.0082085046156308,0.06259259259259253
488,0,0.055,29,45,1300,0.1330679972006648,0.235095785440613
819,0,0.055,15,91,1300,0.0112259910512134,0.06476190476190474
154,0,0.055,29,45,1300,0.0079007669277821,0.05678160919540226
320,0,0.055,17,79,1300,1.5975766459998654e-05,0.0038719285182427197
489,0,0.055,20,65,1300,0.0001938865023958,0.01099999999999992
987,0,0.055,119,11,1300,4.435636348344998e-05,0.005958747135217631
653,0,0.055,15,91,1300,0.1188795004549906,0.1533333333333333
820,0,0.055,69,19,1300,0.6958902520644128,0.6177726926010679
155,0,0.055,15,91,1300,0.0390172141062262,0.12095238095238091
321,0,0.055,14,96,1300,0.0015895308622941,0.040625
490,0,0.055,18,76,1300,0.002756071097408,0.0570175438596491
988,0,0.055,73,18,1300,0.0976540203177756,0.18105022831050221
821,0,0.055,14,93,1300,0.0046277091096572,0.050921658986175
654,0,0.055,37,36,1300,0.000138127077894,0.01854354354354346
156,0,0.055,23,58,1300,0.0003091114756205,0.00779610194902539
322,0,0.055,14,99,1300,0.3038350740357356,0.393001443001443
491,0,0.055,41,32,1300,0.0036087320953943,0.02675304878048777
989,0,0.055,30,44,1300,0.203482976173244,0.23833333333333329
822,0,0.055,17,79,1300,0.1800044569407797,0.2729709605361132
655,0,0.055,17,78,1300,0.0037931618536807,0.03529411764705879
323,0,0.055,40,33,1300,0.002218268852236,0.02856060606060597
157,0,0.055,14,99,1300,0.0006471145422702,0.014069264069264039
492,0,0.055,22,61,1300,0.0346951852672269,0.11818181818181818
990,0,0.055,38,35,1300,0.0139917914965126,0.06939849624060145
823,0,0.055,109,12,1300,0.0700792701169613,0.16001529051987765
656,0,0.055,22,60,1300,0.1006968378477197,0.19696969696969693
324,0,0.055,17,81,1300,0.0317578362842775,0.08213507625272326
158,0,0.055,42,31,1300,0.0653350812032995,0.19070660522273422
493,0,0.055,15,91,1300,0.0454091033012932,0.1076190476190475
991,0,0.055,93,14,1300,0.2716152855861353,0.3404761904761905
824,0,0.055,55,24,1300,0.1112978216962087,0.1959848484848484
657,0,0.055,31,42,1300,0.0201271011877856,0.07288786482334864
325,0,0.055,55,24,1300,0.0008940671993132,0.012803030303030238
159,0,0.055,16,84,1300,0.0027388250559626,0.02418154761904752
494,0,0.055,28,47,1300,0.5735219642055445,0.4810790273556231
992,0,0.055,14,99,1300,0.010249831319754,0.12005772005771999
825,0,0.055,14,99,1300,0.2172155775485455,0.2823232323232322
160,0,0.055,32,41,1300,0.1496238166745669,0.24474085365853654
658,0,0.055,87,15,1300,0.1624855250580459,0.2460536398467433
326,0,0.055,47,28,1300,0.0134694366570366,0.07606382978723399
495,0,0.055,15,91,1300,0.0005989565774484,0.01714285714285703
993,0,0.055,24,55,1300,0.1061454732572548,0.17825757575757573
826,0,0.055,14,94,1300,0.0515554966054793,0.16892097264437683
161,0,0.055,21,64,1300,0.002884740252341,0.0454613095238094
327,0,0.055,28,47,1300,2.035255735384227e-05,0.00197568389057741
659,0,0.055,23,57,1300,0.1852952506774597,0.24988558352402737
496,0,0.055,36,37,1300,0.0418352007243324,0.11223723723723719
994,0,0.055,69,19,1300,8.242896267810815e-05,0.006941266209000759
827,0,0.055,40,33,1300,0.2015393833485659,0.3082575757575757
162,0,0.055,24,55,1300,8.596235816242417e-05,0.005909090909090851
328,0,0.055,47,28,1300,0.257966376385438,0.40205167173252276
660,0,0.055,31,42,1300,0.0328260878864587,0.15076804915514588
995,0,0.055,17,80,1300,8.233698775908945e-05,0.00860294117647055
497,0,0.055,60,22,1300,0.1274059559918335,0.1506818181818182
828,0,0.055,14,96,1300,0.0001812934659225,0.00967261904761893
163,0,0.055,31,43,1300,0.0640516984422653,0.15116279069767435
661,0,0.055,39,34,1300,0.128421481280354,0.25882352941176456
329,0,0.055,65,20,1300,0.000337759409837,0.01599999999999999
498,0,0.055,17,79,1300,0.0007197907961891,0.022263588979895638
996,0,0.055,109,12,1300,0.0312679656908841,0.140137614678899
829,0,0.055,19,72,1300,0.0596027195675434,0.10643274853801163
662,0,0.055,34,39,1300,0.4569681231985538,0.5431372549019607
330,0,0.055,21,63,1300,0.0102405224107661,0.046182917611488974
164,0,0.055,52,25,1300,0.0002412965664099,0.01499999999999995
830,0,0.055,33,40,1300,0.3626286676633968,0.3821212121212121
997,0,0.055,49,27,1300,0.1173780879092332,0.16409674981103547
499,0,0.055,109,12,1300,0.001868707457637,0.01590214067278278
165,0,0.055,34,39,1300,0.2864127531948089,0.42156862745098034
663,0,0.055,14,94,1300,0.0261492302728976,0.11952887537993923
331,0,0.055,50,26,1300,0.0006509725130638,0.01499999999999995
500,0,0.055,14,99,1300,0.2084790882967692,0.3310966810966811
998,0,0.055,19,69,1300,0.0023730517044124,0.026773455377574362
831,0,0.055,39,34,1300,0.03834218635476,0.0823529411764705
166,0,0.055,19,72,1300,0.0709362287540678,0.1339912280701753
664,0,0.055,26,50,1300,0.2344805933012917,0.2879999999999999
332,0,0.055,23,58,1300,0.0061131035286603,0.05359820089955019
999,0,0.055,35,38,1300,0.0012615362630699,0.034210526315789455
832,0,0.055,17,77,1300,9.087578103889618e-05,0.01688311688311677
333,0,0.055,23,58,1300,0.2730043717269315,0.23583208395802094
665,0,0.055,16,86,1300,0.0022212407049522,0.01889534883720926
833,0,0.055,14,96,1300,0.08837338991231,0.12380952380952377
666,0,0.055,69,19,1300,0.0013977022710835,0.024790236460716996
667,0,0.055,50,26,1300,8.950038150508236e-05,0.009999999999999879
